playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Sam Clohesy,CD_I1013257,GCS,375600,MID,MID,0.2,69.7,22,CD_I1013257,20,,10.2,6,4.2,2.4,0,0,0.3,0,4,100,83,69.7,0.345,69.7,76.3,64.3,69.7,,124,29,0.68,3,1,16,,,,,,,0,5389,106,107,120,88,119
Lachlan Murphy,CD_I1000998,ADE,301700,FWD,FWD,0.1,56,26,CD_I1000998,17,1,5.8,5.8,2.8,3.4,0,0,0.4,0,0,,72,56,0.282,58.6,52.5,57.9,56,,87,15,0.62,0,0,17,0,0,,75,87,0.92,0,5388,112,113,120,125,104
Reuben Ginbey,CD_I1023025,WCE,373900,MID,MID,0.5,69.4,20,CD_I1023025,23,,7.6,8.1,2.7,3.6,0,0,0,34,2,100,82,69.4,0.263,69.4,68.9,69.9,69.4,,103,30,0.67,2,0,19,,,,,,,0,5388,107,108,121,106,105
Sam Powell-Pepper,CD_I993979,PTA,180500,FWD,FWD,20.4,33.5,27,CD_I993979,3,,6.3,3,3,4.7,0,0,1,0,0,,69,52.7,0.382,58.5,52.7,,52.7,,81,36,0.61,0,0,3,,,,,,,-0.2,3425,195,132,121,119,
Connor Budarick,CD_I1008454,GCS,341500,DEF,DEF,0.2,63.4,23,CD_I1008454,8,,10,5,4.5,2.3,0,0,0,0,7,100,81,63.4,0.367,63.4,52.3,70,63.4,,94,17,0.64,0,0,7,0,1,100,81,63,0.63,0,5386,108,111,122,141,84
Dane Rampe,CD_I290307,SYD,306200,DEF,DEF,0.4,56.8,34,CD_I290307,21,,8.4,2.9,4.5,1.4,0,0,0.1,0,0,,78,59.7,0.383,63.4,64.6,50.6,56.8,77,115,24,0.61,1,0,20,,,,,,,0,5391,129,135,122,103,145
Mattaes Phillipou,CD_I1020137,STK,313800,FWD/MID,FWD,7.8,58.2,20,CD_I1020137,13,,8.2,6.2,2.9,3.7,0,0,0.6,26,0,,75,58.2,0.507,58.2,42.1,94.5,58.2,,112,18,0.63,2,0,11,50,0,,40,42,0.88,-0.1,5392,100,101,122,162,5
Mark Blicavs,CD_I296733,GEE,367400,MID,MID,0.3,68.2,33,CD_I296733,24,,6.8,7.5,3.2,3.6,9.6,25,0.2,37,0,,82,69,0.258,69,65.9,70.5,68.2,77.5,101,27,0.65,1,0,19,12,0,,77,72,0.78,0,5387,110,112,123,114,102
Jack Ross,CD_I1006133,RIC,310400,MID,MID,0.4,57.6,24,CD_I1006133,7,1,8.1,10,3.7,1.7,0,0,0.1,32,0,,72,64,0.331,69,65.6,60,64,,101,34,0.72,1,0,6,22,0,,20,15,0.65,0,4850,142,125,123,115,133
Joel Amartey,CD_I1008091,SYD,299300,FWD,FWD,0.4,55.5,25,CD_I1008091,25,,5.6,2.2,3.2,2,0.4,1,1.7,1,0,,70,55.8,0.595,57.8,46.1,65,55.5,57.7,182,7,0.64,2,1,23,0,0,,76,51,0.59,0,5393,115,116,123,150,64
Tom McCartin,CD_I1008198,SYD,341700,DEF,DEF,0.2,63.4,25,CD_I1008198,22,,7.6,3.8,4.8,0.5,0,0,0,0,1,100,91,61.2,0.321,63,60.1,65.8,63.4,47,103,17,0.54,1,0,21,0,0,,71,55,0.68,0,5390,107,111,124,119,97
Beau McCreery,CD_I1004757,COL,290300,FWD,FWD,0.3,53.9,23,CD_I1004757,17,,6.3,3.9,1.6,4.9,0,0,0.6,10,0,,74,53.9,0.33,57.7,51.6,57.1,53.9,,92,21,0.57,0,0,16,17,0,,78,65,0.72,0,5386,124,125,124,132,107
Jake Melksham,CD_I280824,MEL,274800,FWD,FWD,0.1,51,33,CD_I280824,8,2,6.3,2.4,3.8,0.9,0,0,1,0,0,,69,51,0.519,57.7,,51,51,,93,4,0.58,0,0,7,,,,,,,0,5388,139,141,124,,132
Dougal Howard,CD_I993480,STK,319700,DEF,DEF,0.1,59.3,28,CD_I993480,15,,7.8,3.7,6.5,0.7,0,0,0,0,2,50,84,59.3,0.401,62.9,55.8,61.7,59.3,,98,10,0.58,0,0,12,0,0,,87,75,0.72,0,5391,124,129,125,136,114
Arie Schoenmaker,CD_I1024279,STK,270500,DEF,DEF,3.8,50.2,20,CD_I1024279,4,,11.8,2.8,5,1,0,0,0,0,9,100,75,62.8,0.193,62.8,,62.8,62.8,,83,52,0.69,0,0,4,0,0,,79,60,0.63,-0.1,4307,148,115,126,,110
Tom Sparrow,CD_I999391,MEL,348200,MID,MID,0.2,64.6,24,CD_I999391,21,,9.2,5.7,3.5,3.6,0,0,0.3,38,0,,72,64.6,0.292,67.1,69.2,58.6,64.6,,97,16,0.73,0,0,19,36,0,,83,112,1.1,0,5390,118,121,126,105,137
Hugo Garcia,CD_I1027790,STK,245800,FWD/MID,FWD,1.1,45.6,19,CD_I1027790,8,4,3.1,5.6,1.1,5,0,0,0.1,20,0,,46,45.6,0.376,57.5,54.6,30.7,45.6,,69,12,0.82,0,0,8,63,0,,69,39,0.47,0,5390,157,163,126,109,193
James Borlase,CD_I1009029,ADE,335700,DEF,DEF,0,62.3,22,CD_I1009029,10,,6,4.5,4.6,1.6,0.6,4,0.1,3,2,50,93,62.3,0.307,62.3,69.3,51.8,62.3,,88,34,0.54,0,0,10,4,0,,90,66,0.58,0,5388,115,119,127,86,139
Billy Dowling,CD_I1015329,ADE,359800,MID,MID,0.1,66.8,20,CD_I1015329,9,,10.6,6.4,5.3,1.9,0,0,0.4,2,0,,78,66.8,0.236,66.8,,66.8,66.8,,101,44,0.68,1,0,8,,,,,,,0,5386,112,114,127,,113
Jake Riccardi,CD_I1008123,GWS,309100,FWD,FWD,0.1,57.3,25,CD_I1008123,19,,7,3.8,4.9,1.4,3.9,18,1.4,16,0,,73,57.4,0.417,57.4,56.1,59.1,57.4,,99,3,0.63,0,0,17,4,0,,80,97,0.98,0,5385,104,105,127,103,96
Calsher Dear,CD_I1032100,HAW,275900,FWD,FWD,0.7,51.2,19,CD_I1032100,17,,3.9,3.1,2.7,2.5,0.1,0,1.5,1,0,,68,52.4,0.423,57.4,46.2,53.7,51.2,61.5,96,9,0.62,0,0,16,,,,,,,0,5389,137,139,127,149,120
Lachie Weller,CD_I298524,GCS,301500,DEF,DEF,0.3,55.9,29,CD_I298524,6,,10.3,6.3,3,3,0,0,0.3,0,13,100,76,62.2,0.298,62.2,,62.2,62.2,,80,27,0.65,0,0,6,,,,,,,0,4847,133,120,128,,112
Matthew Johnson,CD_I1016825,FRE,341500,MID,MID,0.1,63.4,21,CD_I1016825,19,1,8,7.9,3.6,3.1,0,0,0.2,22,0,,67,63.4,0.394,66.6,65.3,60.8,63.4,,108,20,0.77,1,0,17,8,0,,57,73,1.1,0,5386,124,127,129,116,129
Jacob Bauer,CD_I1021152,RIC,216300,FWD,FWD,0.3,40.1,22,CD_I1021152,3,,6,3,3,0.7,0.7,2,1.3,0,0,,78,57.3,0.17,57.3,,57.3,57.3,,67,44,0.6,0,0,3,,,,,,,0,3775,178,106,129,,106
Brandon Starcevich,CD_I1002401,BRL,297300,DEF,DEF,0.6,55.2,25,CD_I1002401,21,,8.8,2.6,4.3,1.8,0,0,0,0,12,92,81,59.2,0.346,61.8,57.7,53.4,55.2,76.5,101,8,0.57,1,0,19,0,0,,82,49,0.52,0,5386,135,141,130,132,135
Harrison Jones,CD_I1011755,ESS,306600,FWD,FWD,0.2,56.9,23,CD_I1011755,21,,6.9,4,4.9,1.5,0,0,0.9,0,0,,75,56.9,0.349,56.9,54.3,59.3,56.9,,90,21,0.61,0,0,20,0,0,,69,60,0.73,0,5388,107,109,130,111,94
Jye Amiss,CD_I1020594,FRE,292400,FWD,FWD,0.6,54.2,21,CD_I1020594,22,,6,2.1,3.7,1.4,0,0,1.6,0,0,,87,54.3,0.473,56.9,50.5,58,54.3,,93,0,0.5,0,0,21,,,,,,,0,5385,123,123,130,137,102
Harry Edwards,CD_I1011437,WCE,301100,DEF,DEF,0.1,55.9,24,CD_I1011437,9,,6,2.3,4.8,1.3,0,0,0,0,0,,78,55.9,0.38,61.5,77,49.9,55.9,,83,11,0.55,0,0,9,,,,,,,0,5386,134,140,131,61,151
Caleb Poulter,CD_I1011589,WBD,281300,MID,MID,0.2,52.2,22,CD_I1011589,7,1,9.9,4.6,3.9,2.4,0,0,0.4,0,0,,73,58,0.563,66.3,15,75.2,58,,111,8,0.64,1,0,6,,,,,,,0,4850,153,143,131,173,88
Jack Payne,CD_I1002347,BRL,337900,DEF,DEF,0.1,62.7,25,CD_I1002347,18,,7.9,2.2,5.6,1.3,0.1,0,0,0,1,100,89,60.4,0.378,61.3,61.9,64.8,62.7,52.3,112,28,0.53,1,0,16,0,2,100,88,47,0.47,0,5389,112,116,132,114,105
Jack Williams,CD_I1020371,WCE,288300,FWD,FWD,0.1,53.5,21,CD_I1020371,18,1,4.3,3.9,2.3,2.2,4.5,20,0.9,17,0,,65,53.5,0.487,56.6,50.6,57.1,53.5,,108,10,0.66,2,0,16,,,,,,,0,5389,128,128,132,136,107
Brandon Walker,CD_I1009410,FRE,329300,DEF,DEF,0.1,61.1,22,CD_I1009410,19,,8.8,5.2,3.7,2.1,0,0,0.1,0,0,,83,61.1,0.255,61.1,58.6,64.5,61.1,,92,34,0.6,0,0,17,,,,,,,0,5390,119,124,133,126,106
Oskar Baker,CD_I1008855,WBD,257000,MID,MID,0.1,47.7,26,CD_I1008855,6,3,8.5,5.7,5.5,0.7,0,0,0.5,0,1,100,64,53,0.482,65.8,59.6,20,53,,88,20,0.67,0,0,6,,,,,,,0,4849,161,152,133,131,182
Liam Ryan,CD_I1004364,WCE,304100,FWD,FWD,0.1,56.4,28,CD_I1004364,16,,8.9,3.6,4.3,1.7,0,0,0.8,12,0,,79,56.4,0.342,56.4,48.7,61.1,56.4,,92,19,0.57,0,0,15,,,,,,,0,5392,109,111,133,143,83
Nick Murray,CD_I1008230,ADE,292200,DEF,DEF,0.2,54.2,24,CD_I1008230,9,,7.6,3.2,4.2,1.6,0,0,0,0,9,78,78,54.2,0.531,60.9,,54.2,54.2,,93,1,0.55,0,0,8,,,,,,,0,5391,138,145,134,,131
Jaspa Fletcher,CD_I1023708,BRL,346300,MID,MID,0.4,64.2,21,CD_I1023708,27,1,8.1,6.4,4.9,1.9,0,0,0.2,0,1,0,74,64.1,0.271,65.3,68,60.8,64.3,63.3,90,32,0.68,0,0,25,0,0,,76,57,0.65,0,5386,120,124,134,109,129
Harvey Thomas,CD_I1027925,GWS,281400,FWD,FWD,0.3,52.2,19,CD_I1027925,22,2,4.8,6.5,2,2.7,0,0,0.4,0,0,,67,52.2,0.513,56.2,52.7,51.7,52.2,,107,8,0.62,1,0,21,0,0,,75,72,0.78,0.1,5391,133,134,134,119,130
Reef McInnes,CD_I1013278,COL,200600,FWD,FWD,1.2,37.2,22,CD_I1013278,9,3,3.4,2.4,1.8,1.2,0,0,1.4,0,0,,54,37.2,0.697,56.2,43.5,24.7,37.2,,80,2,0.54,0,0,9,0,0,,36,15,0.36,0,5392,187,195,134,157,200
Lachlan Cowan,CD_I1021353,CAR,329000,DEF,DEF,0.3,61,20,CD_I1021353,17,,8.2,4.2,3.9,2.9,0,0,0.1,0,2,50,80,60.7,0.315,60.7,54.3,65.1,61.1,55,97,37,0.6,0,0,15,,,,,,,0,5385,120,124,135,139,103
Jordan Boyd,CD_I1002795,CAR,327000,DEF,DEF,0.3,60.7,26,CD_I1002795,19,,10.7,3.1,4.1,2.3,0,0,0.1,0,37,92,79,60.7,0.377,60.7,70.8,43.3,60.7,,94,3,0.6,0,0,18,0,2,100,77,71,0.75,0,5387,121,126,135,81,163
Jack Petruccelle,CD_I1006550,WCE,272800,FWD,FWD,0.1,50.6,25,CD_I1006550,16,1,6.7,4,3.1,2.1,0,0,0.7,20,0,,71,50.6,0.448,56.1,51.7,48.8,50.6,,99,10,0.56,0,0,15,25,0,,79,70,0.71,0,5391,140,142,136,131,140
Taylor Duryea,CD_I290085,WBD,324300,DEF,DEF,0.4,60.2,33,CD_I290085,22,,8.8,5.6,5,2.2,0,0,0,0,4,50,79,60.3,0.297,60.5,64.6,56.2,60.2,62,93,30,0.61,0,0,21,0,0,,82,48,0.47,0,5387,122,127,137,103,125
Will Phillips,CD_I1012829,NTH,336500,MID,MID,0.1,62.4,22,CD_I1012829,11,,5.3,8.7,2,5,0,0,0.2,58,0,,69,62.5,0.266,65.2,51,66.8,62.5,,95,35,0.71,0,0,10,58,0,,63,48,0.64,0,5384,127,130,137,148,113
Matthew Cottrell,CD_I1008154,CAR,294000,FWD/MID,FWD,0.4,54.5,24,CD_I1008154,14,,7.1,3.7,3.2,1.9,0,0,0.6,0,0,,83,54.6,0.355,56,60.8,43.4,54.6,,88,28,0.51,0,0,14,0,0,,83,6,0.06,0,5385,121,121,137,82,160
Cam Mackenzie,CD_I1023482,HAW,327900,MID,MID,1.1,60.8,21,CD_I1023482,20,,8.1,6.9,2.7,2.5,0,0,0.5,26,0,,69,60.9,0.342,64.9,63.8,56.5,60.9,,97,24,0.72,0,0,19,13,0,,85,90,0.86,0,5384,133,134,138,120,140
Max King,CD_I1006143,STK,300400,FWD,FWD,0.5,55.7,24,CD_I1006143,12,,7,3.4,4.2,0.7,0,0,1.6,0,0,,86,55.8,0.563,55.8,58.7,47,55.8,,115,9,0.53,2,0,10,0,0,,84,53,0.53,0,5384,113,114,138,92,146
Harry Cunningham,CD_I291978,SYD,292600,DEF,DEF,0.4,54.3,31,CD_I291978,23,,8,3.8,5,2.4,0,0,0,0,3,67,80,55.6,0.46,59.8,60,48.6,54.3,64,86,0,0.56,0,0,23,0,0,,77,57,0.65,0,5389,137,144,139,120,154
Matthew Owies,CD_I1013973,WCE,288200,FWD,FWD,0.8,53.5,27,CD_I1013973,23,2,5.8,2.9,2.9,2.3,0,0,1.4,0,0,,71,53.5,0.375,55.7,54.3,52.5,53.5,,104,13,0.59,1,0,22,,,,,,,0,5387,129,128,139,111,127
Jack Darling,CD_I290838,NTH,299400,FWD,FWD,0.3,55.5,32,CD_I290838,21,,5.9,4.1,3.2,2.9,1.1,5,1,1,0,,91,55.6,0.438,55.6,59.9,49.8,55.6,,107,18,0.49,1,0,18,0,0,,81,67,0.66,0,5385,114,115,140,88,135
Shadeau Brain,CD_I1028105,BRL,250300,DEF,DEF,0.2,46.4,21,CD_I1028105,9,3,5.8,4.1,3.4,0.6,0,0,0,0,0,,58,46.4,0.516,59.7,28.5,51.6,46.4,,85,3,0.64,0,0,9,,,,,,,0,5394,160,167,141,173,140
Paddy Dow,CD_I1002256,STK,327100,MID,MID,0.2,60.7,25,CD_I1002256,10,1,7.3,8.9,2.5,3.5,0,0,0.3,65,0,,63,60.7,0.357,64.2,64.7,59,60.7,,109,29,0.8,1,0,9,,,,,,,0,5389,134,136,141,118,135
Oscar Allen,CD_I1004385,WCE,298800,FWD,FWD,0.8,55.4,25,CD_I1004385,11,,7.1,2.5,4.7,1.2,0,0,1.8,0,0,,86,55.5,0.477,55.5,43,56.7,55.5,,123,26,0.51,1,1,10,,,,,,,0,5384,116,116,141,159,110
Marty Hore,CD_I996692,MEL,249700,DEF,DEF,0.1,46.3,28,CD_I996692,6,1,9.5,2,6,1.2,0,0,0,0,0,,72,51.5,0.552,59.4,41.3,61.7,51.5,,103,12,0.55,1,0,5,,,,,,,0,4849,161,155,142,160,114
Leek Aleer,CD_I1008691,GWS,319900,DEF,DEF,0.2,59.4,23,CD_I1008691,8,,5.4,4.9,3.3,2.3,0,0,0,0,0,,87,59.4,0.384,59.4,72.7,51.4,59.4,,104,24,0.55,1,0,7,0,0,,71,37,0.42,0,5386,123,128,142,73,141
Jaxon Binns,CD_I1023533,CAR,171000,MID,MID,0.7,31.7,20,CD_I1023533,3,1,8.3,3.7,2,2,0,0,0.7,0,0,,63,45.3,0.583,64,8,64,45.3,,66,8,0.58,0,0,3,0,0,,45,12,0.22,0,3775,190,168,142,177,120
Shannon Neale,CD_I1016433,GEE,313800,FWD,FWD,0.4,58.2,22,CD_I1016433,15,,5.9,3.2,4.1,2.1,3.6,12,1.5,6,0,,80,55.2,0.359,55.2,54.8,59.8,58.2,35.5,88,20,0.54,0,0,15,16,0,,82,32,0.33,0,5392,100,101,142,107,93
Jack Hutchinson,CD_I1036098,WCE,233500,FWD,FWD,1.7,43.3,23,CD_I1036098,7,1,3.1,5.7,1.7,3.3,0,0,0.3,7,0,,66,48.1,0.593,55.2,,48.1,48.1,,102,6,0.57,1,0,6,,,,,,,0.1,4854,170,156,142,,143
Callum Jamieson,CD_I1011243,WCE,254300,DEF,DEF,0.1,47.2,24,CD_I1011243,4,,7.3,4,3.8,1.3,1,6,0,3,0,,84,59,0.129,59,59,,59,,65,46,0.57,0,0,4,11,0,,85,57,0.53,0,4310,156,130,144,125,
Ryan Byrnes,CD_I1011994,STK,325500,MID,MID,0.1,60.4,23,CD_I1011994,15,1,10.7,5.6,4.6,2.3,0,0,0.1,2,0,,78,60.4,0.333,63.7,53.6,68.1,60.4,,93,14,0.63,0,0,14,25,0,,78,119,1.27,0,5389,135,137,144,141,111
Elliott Himmelberg,CD_I1005199,GCS,295200,FWD,FWD,0.1,54.8,26,CD_I1005199,9,,5.9,3.9,3.2,1.8,3.8,14,0.9,13,0,,79,54.8,0.442,54.8,64.8,46.8,54.8,,98,15,0.55,0,0,8,,,,,,,0,5387,117,118,144,64,149
Conor McKenna,CD_I997846,BRL,301700,DEF,DEF,0.2,56,28,CD_I997846,18,5,11.2,1.8,4.3,0.6,0,0,0,0,42,71,62,47.8,0.494,58.8,68,47,56,19.3,85,12,0.6,0,0,18,,,,,,,0,5388,132,139,145,92,157
Bruce Reville,CD_I1009317,BRL,275700,MID,MID,0.1,51.2,24,CD_I1009317,12,3,7.9,2.8,3.5,1.6,0,0,0.3,1,0,,56,51.2,0.494,63.4,62.8,45.4,51.2,,95,8,0.71,0,0,11,,,,,,,0,5385,155,158,145,123,163
Maurice Rioli,CD_I1009551,RIC,294600,FWD,FWD,0.1,54.7,22,CD_I1009551,9,,5.8,3.7,2.1,3.2,0,0,0.9,0,0,,70,54.7,0.388,54.7,54.6,55,54.7,,96,25,0.64,0,0,8,,,,,,,0,5386,118,119,145,109,112
Chris Burgess,CD_I1000068,ADE,237600,FWD,FWD,0,44.1,29,CD_I1000068,7,,5.1,2.6,3.1,1.3,4.9,15,1,10,0,,73,49,0.409,54.7,51.5,34,49,,72,15,0.55,0,0,7,,,,,,,0,4849,162,152,145,134,186
Isaac Quaynor,CD_I1008089,COL,315300,DEF,DEF,1.5,58.5,25,CD_I1008089,23,,7.6,5.2,3.8,2.4,0,0,0.1,0,9,89,81,58.5,0.268,58.5,58.4,58.6,58.5,,97,26,0.56,0,0,22,0,3,100,89,108,1.05,0,5390,126,132,146,127,121
Blake Howes,CD_I1017122,MEL,312900,DEF,DEF,0.1,58.1,21,CD_I1017122,16,,7.4,5.3,4.5,1.6,0,0,0,0,2,100,76,58.1,0.356,58.1,59.9,55,58.1,,103,26,0.61,1,0,14,0,0,,69,44,0.52,0,5386,127,133,147,122,128
Bayley Fritsch,CD_I1001438,MEL,294300,FWD,FWD,0.6,54.6,28,CD_I1001438,23,,6.8,2.7,3.4,1.2,0,0,1.8,0,0,,86,54.6,0.359,54.6,56.2,52.9,54.6,,90,21,0.51,0,0,22,0,0,,91,42,0.38,0,5390,120,121,147,102,124
Michael Walters,CD_I281007,FRE,236800,FWD,FWD,0.3,43.9,34,CD_I281007,17,4,5.3,3.5,2.5,1.8,0,0,1,0,0,,66,43.9,0.6,54.6,46.8,37,43.9,,101,8,0.54,1,0,15,0,0,,82,71,0.74,0,5394,164,168,147,148,180
Wil Parker,CD_I1012873,COL,181000,DEF,DEF,0.5,33.6,22,CD_I1012873,5,2,4.8,3.6,1.2,2.4,0,0,0.2,0,0,,55,42,0.737,57,19.5,57,42,,100,9,0.57,1,0,4,,,,,,,0,4310,179,179,148,176,122
Wil Dawson,CD_I1028551,NTH,143300,DEF,DEF,0.5,26.6,19,CD_I1028551,3,,3.3,2,2.3,1,0,2,0,0,0,,59,38,0.851,57,57,0,38,,79,0,0.52,0,0,3,,,,,,,-0.1,3771,194,184,148,134,184
Oliver Hollands,CD_I1023495,CAR,333300,MID,MID,2.1,61.8,21,CD_I1023495,23,,8.8,5.2,3.8,3.4,0,0,0.2,1,1,100,83,62,0.344,62,54.4,69.4,61.9,64,116,22,0.59,1,0,20,29,0,,81,60,0.6,-0.1,5384,128,131,148,140,109
Thomson Dow,CD_I1009226,RIC,321400,MID,MID,0.1,59.6,23,CD_I1009226,17,1,5.2,10.4,2.1,2.3,0,0,0,57,0,,69,59.6,0.364,61.9,63.8,49.8,59.6,,110,23,0.7,1,0,16,61,0,,82,96,1.01,0,5393,137,140,149,120,152
Chayce Jones,CD_I1006203,ADE,322000,MID,MID,0.1,59.7,25,CD_I1006203,16,1,9.3,5.2,3,2.8,0,0,0.4,0,1,100,81,59.8,0.367,61.9,63.3,49,59.8,,110,27,0.6,2,0,14,0,0,,87,57,0.52,0,5385,136,139,149,122,154
Mykelti Lefau,CD_I1008747,RIC,292600,FWD,FWD,0.2,54.3,26,CD_I1008747,10,,4.5,2.7,3.1,1.9,1.5,5,1.4,2,0,,79,54.3,0.393,54.3,54.3,,54.3,,108,26,0.56,1,0,9,0,0,,23,-2,-0.07,0,5389,122,123,149,111,
Esava Ratugolea,CD_I1002220,PTA,315500,DEF,DEF,0.2,58.5,26,CD_I1002220,23,,6.1,3.5,4.7,2,0.2,0,0.2,1,0,,89,56.9,0.332,56.9,64,50.4,58.6,45.7,94,29,0.51,0,0,20,0,0,,63,78,1.06,0,5384,125,131,150,108,147
Bailey Humphrey,CD_I1023500,GCS,270400,FWD,FWD,0.8,50.2,20,CD_I1023500,21,3,5.9,4.5,1.9,2.3,0,0,0.7,8,0,,69,50.2,0.437,54.1,60.9,40.5,50.2,,111,16,0.59,1,0,20,25,0,,78,54,0.56,0,5386,144,145,150,81,167
Tom Brown,CD_I1017086,RIC,302000,DEF,DEF,0.6,56,21,CD_I1017086,18,,8.3,4.2,3.8,0.9,0,0,0.2,0,4,75,79,56.1,0.299,56.1,61.4,49.4,56.1,,95,29,0.57,0,0,17,0,0,,75,55,0.63,0,5383,131,138,151,117,152
Jack Martin,CD_I296190,GEE,150900,FWD,FWD,8.7,28,30,CD_I296190,3,,4,2.7,2.3,0.7,0,0,1,0,0,,53,40,0.572,54,40,40,40,,68,12,0.6,0,0,3,,,,,,,-0.3,3773,207,183,151,168,171
Lachie Jones,CD_I1011583,PTA,287700,DEF,DEF,0.2,53.4,22,CD_I1011583,21,1,5.8,4.9,3.2,1.9,0,0,0,0,1,100,69,52.3,0.32,55.5,57.9,47.8,53.4,45.7,86,24,0.62,0,0,21,0,1,0,89,65,0.63,-0.1,5388,140,148,152,130,156
Nick Holman,CD_I297456,GCS,289900,FWD/MID,FWD,1.1,53.8,29,CD_I297456,21,,5.1,6,2,3.8,0,0,0.5,0,0,,81,53.8,0.339,53.8,45.8,62.6,53.8,,93,30,0.54,0,0,20,0,0,,81,44,0.44,0,5388,125,126,152,153,75
Lewis Melican,CD_I996743,SYD,282500,DEF,DEF,0.6,52.4,28,CD_I996743,24,,6,2.5,3.3,1.5,0,0,0,0,0,,80,54.2,0.292,55.3,54.5,50.2,52.4,66.7,90,27,0.54,0,0,23,0,0,,78,49,0.55,0,5391,143,153,153,138,148
Edward Allan,CD_I1022915,COL,194000,MID,MID,6.6,36,20,CD_I1022915,2,,7,7,0.5,4,0,0,0.5,34,0,,80,60,0.567,60,26,94,60,,94,26,0.53,0,0,1,,,,,,,-0.1,3233,181,138,153,168,40
Thomas Berry,CD_I1006100,GCS,275800,FWD,FWD,0.1,51.2,24,CD_I1006100,17,1,6.3,5.2,2.5,2.8,0,0,0.2,1,0,,72,51.2,0.475,53.6,56.3,38.8,51.2,,104,12,0.57,1,0,16,0,0,,78,54,0.56,0,5387,138,139,153,101,176
Charlie Dean,CD_I1009197,COL,297000,DEF,DEF,0.1,55.1,23,CD_I1009197,8,,6.5,4,5,1,0,0,0,0,0,,87,55.1,0.233,55.1,57.8,52.5,55.1,,75,32,0.49,0,0,8,0,0,,37,47,1.09,0,5390,136,142,154,131,136
Caleb Windsor,CD_I1027821,MEL,321300,MID,MID,0.7,59.6,19,CD_I1027821,19,,8.7,5.8,3,2.6,0,0,0.4,0,0,,79,59.6,0.426,59.6,56.6,64.9,59.6,,120,25,0.61,2,1,17,0,0,,66,77,0.95,0,5391,138,140,154,136,118
Anthony Caminiti,CD_I1023784,STK,288500,FWD,FWD,0.1,53.5,21,CD_I1023784,15,,4.5,4.4,3.3,2.3,1.6,11,1,8,0,,80,53.5,0.365,53.5,51.6,55.7,53.5,,98,29,0.56,0,0,14,17,0,,10,4,0.33,0,5393,127,128,154,132,111
Sean Lemmens,CD_I294013,GCS,207500,DEF,DEF,0.2,38.5,30,CD_I294013,3,,8,4.3,2,3,0,0,0,0,0,,81,55,0.068,55,,55,55,,60,51,0.54,0,0,3,0,0,,82,50,0.49,0,3773,174,143,155,,128
Angus McLennan,CD_I1017077,STK,169700,DEF,DEF,0.4,31.5,21,CD_I1017077,2,,7,5.5,6.5,1,0,0,0,0,0,,61,52.5,0.048,55,,52.5,52.5,,55,50,0.73,0,0,2,,,,,,,0,3232,183,151,155,,136
Malcolm Rosas,CD_I1005986,GCS,212000,FWD,FWD,0.1,39.3,23,CD_I1005986,7,1,5.4,1.9,2,1.6,0,0,1.7,1,0,,62,43.7,0.625,53.2,57.8,25,43.7,,87,7,0.57,0,0,7,,,,,,,0,4851,181,170,155,97,199
Braeden Campbell,CD_I1013133,SYD,269700,MID,MID,0.6,50,23,CD_I1013133,23,6,6.9,3.5,3.2,2.3,0,0,0.2,0,1,100,61,48.2,0.488,58.9,42.9,55.9,50.1,36,88,1,0.64,0,0,23,0,1,100,76,62,0.71,0,5383,156,159,156,157,141
Laitham Vandermeer,CD_I1005000,WBD,259600,FWD,FWD,0.4,48.2,26,CD_I1005000,24,,5.8,4.1,3.5,1.9,0,0,0.4,0,0,,68,48.8,0.462,53.1,52.9,43,48.2,62,122,15,0.58,1,1,23,0,0,,39,45,0.93,0,5386,152,155,156,117,162
Jordon Butts,CD_I1004995,ADE,290300,DEF,DEF,0.3,53.9,25,CD_I1004995,15,,5.5,4.5,4.3,1,0,0,0,0,2,50,85,53.9,0.357,53.9,59.9,44.8,53.9,,86,21,0.51,0,0,15,0,0,,88,64,0.58,0,5386,139,146,157,122,162
Elijah Tsatas,CD_I1023785,ESS,191200,MID,MID,24.1,35.5,20,CD_I1023785,7,5,4.9,5.3,2.6,0.7,0,0,0.1,0,0,,47,39.4,0.625,58.3,44.7,8,39.4,,65,3,0.66,0,0,7,0,0,,76,65,0.71,1.2,4853,183,178,157,154,184
Sam Sturt,CD_I1013611,FRE,285600,FWD,FWD,0,53,24,CD_I1013611,13,,5.2,4.5,3,1.5,0,0,1.6,0,0,,77,53,0.337,53,43.5,54.7,53,,91,19,0.55,0,0,12,0,0,,86,14,0.14,0,5389,130,131,157,157,114
