"","feed_id","first_name","last_name","team_ff","disposals","dreamteam","supercoach","8","9","10","kicks","handballs","marks","tackles","hitouts","frees_for","frees_against","goals","behinds","gametime","icon_1","desc_1","icon_2","desc_2","25","26","27","28","position","jersey","31","32","33","34","35","36","37","38","39","contested_possessions","clearances","clangers","disposal_effeciency","time_on_ground","metres_gained","bench_flag"
"396",1017095,"Miller","Bergman","NM","3","30",18,"24","22","27","4","1","2","2","0","2","0","0","0"," Full Time","tog","Didn't play to 3QT... %D with %k by foot... also %M and %T","","Rotating in defence","191800","","123900","","Midfielder","27","0","0","0","0.43","0.58","2.05","200000","","","3","1","1","80",32,"55","0"
"397",998484,"Cameron","Zurhaar","NM","1","18",28,"3","15","24","5","3","0","0","0","0","1","0","0"," Full Time","injured","Heavy contact in Q1 but played on... Taken off at half time... %O","spearhead","Playing as the third tall","535600","","351200","","Forward","44","0","0","0","0.23","0.46","0.52","522000","","","5","0","3","37",46,"127","0"
"398",1015781,"Charlie","Comben","NM","2","6",-3,"2","14","25","2","4","2","0","0","0","5","0","1"," Full Time","mare","Donuts in Q1... %P and %M plus %s... not helped by %F","spearhead","Playing forward on Jones","254200","","123900","","Ruck","30","0","0","0","0.82","2.58","0.73","259000","","","4","0","7","66",84,"17","0"
"399",290528,"Max","Gawn","ME","28","111",153,"135","97","116","10","7","8","3","12","2","1","3","2"," Full Time","hot","%H... also %P and %M plus %T... %s as well","ruck","Tandem ruck with Grundy","936900","","622100","","Ruck","11","0","0","0","2.76","3.29","5.38","914000","","","10","2","3","76",83,"153","0"
"400",298210,"Christian","Petracca","ME","22","102",114,"121","87","120","11","21","4","2","0","1","0","1","0"," Full Time","hot","%s from %P and %M plus %T","shovel","Starting in midfield then resting in attack","930500","","618600","","Forward","5","0","0","0","3.03","5.14","3.56","908000","","","13","4","3","81",86,"513","0"
"401",996701,"Clayton","Oliver","ME","20","100",95,"128","82","117","18","13","6","2","0","0","2","0","0"," Full Time","hot","%D and %M with %T","shovel","Playing midfield","1021500","","699800","","Midfielder","13","0","0","0","26.24","47.21","16.02","994000","","","13","9","6","64",85,"634","0"
"402",294557,"Lachie","Hunter","ME","25","99",98,"123","81","108","14","12","6","2","0","1","0","1","0"," Full Time","wing","%D and %M with %T... %s as well... Playing outside midfield","","","691900","","392100","","Midfielder","12","0","0","0","0.82","0.94","0.36","732000","","","6","1","1","69",94,"325","0"
"403",298264,"Ed","Langdon","ME","14","88",81,"114","70","93","16","6","8","1","0","0","0","0","0"," Full Time","wing","%O with %k by foot... also %M... Running off a wing","","","679600","","435500","","Midfielder","15","0","0","0","0.08","0.34","0.80","663000","","","5","1","3","77",91,"482","0"
"404",281085,"Steven","May","ME","14","87",117,"112","71","93","16","6","9","0","0","0","0","0","0"," Full Time","job","%D including %K... also %M... In defence on Lynch","","","655000","","507400","","Back","1","0","0","0","0.31","0.85","1.01","639000","","","5","0","2","86",97,"557","0"
"405",297899,"James","Harmes","ME","15","86",82,"113","66","90","14","7","5","4","0","2","1","0","0"," Full Time","shovel","%D and %M with %T... Starting in midfield","","","660000","","432700","","Back","4","0","0","0","0.31","0.14","0.21","644000","","","7","2","5","66",73,"453","0"
"406",296420,"Alex","Neal-Bullen","ME","15","81",100,"101","65","85","16","6","4","0","0","2","0","1","1"," Full Time","wing","%O with %k by foot... also %M... and scored %s... Playing a HFF role","","","614700","","392200","","Midfielder","30","0","0","0","0.16","0.15","0.12","599000","","","5","3","0","77",79,"503","0"
"407",291533,"Tom","McDonald","ME","16","80",111,"99","64","79","10","4","3","3","1","2","0","3","0"," Full Time","spearhead","%O including %K... also %M and %T... and scored %s... Up forward on Young","","","511400","","365800","","Back","25","0","0","0","0.08","0.15","0.07","640000","","","6","1","2","78",79,"275","0"
"408",1012825,"Jake","Bowey","ME","14","79",120,"102","60","81","11","8","4","4","0","2","0","0","0"," Full Time","guard","%P and %M plus %T... Starting at half back","","","574600","","380500","","Midfielder","17","0","0","0","0.23","0.18","0.24","561000","","","10","1","0","100",76,"225","0"
"409",1008541,"Kysaiah","Pickett","ME","21","76",90,"99","56","76","8","6","3","6","0","0","0","1","1"," Full Time","pocket","%s from %O and %M plus %T... Starting forward","","","509200","","365000","","Forward","36","0","0","0","0.16","0.73","1.23","497000","","","5","1","0","64",83,"225","0"
"410",298279,"Angus","Brayshaw","ME","9","76",77,"98","59","81","15","6","5","1","0","0","0","0","0"," Full Time","guard","%D with %k by foot... also %M... Starting at half back","","","899500","","550300","","Midfielder","10","0","0","0","11.53","7.63","14.93","878000","","","4","0","1","81",84,"237","1"
"411",999391,"Tom","Sparrow","ME","14","73",76,"92","56","76","11","7","2","3","0","1","0","1","1"," Full Time","wing","%s from %D and %M with %T... Rotating in attack","","","568500","","371500","","Forward","32","0","0","0","0.74","0.56","0.51","554000","","","7","3","3","77",76,"328","0"
"412",1009378,"Trent","Rivers","ME","12","72",91,"90","61","81","9","10","7","1","0","0","0","0","0"," Full Time","guard","%M and %D... Playing a half back role","","","467500","","324200","","Back","24","0","0","0","0.12","0.08","0.18","456000","","","7","1","0","94",78,"359","0"
"413",1002282,"Charlie","Spargo","ME","15","66",56,"80","60","72","8","6","6","0","0","3","1","2","0"," Full Time","pocket","First goal... %s from %P and %M... umps paid him %4FF... Starting forward","","","500900","","308600","","Forward","9","0","0","0","0.08","0.21","0.11","489000","","","2","0","3","64",73,"252","0"
"414",293957,"Brodie","Grundy","ME","18","62",80,"75","60","74","6","4","3","2","11","2","4","3","0"," Full Time","ruck","%H... also %P and %M plus %T... %s as well... conceded %F... Tandem ruck with Gawn","","","762600","","512900","","Ruck","6","0","0","0","17.08","16.81","4.34","830000","","","7","2","6","60",69,"164","0"
"415",298281,"Jake","Lever","ME","8","48",77,"63","41","54","9","3","6","0","0","0","1","0","0"," Full Time","job","%O including %K... also %M... In defence on Riewoldt","","","464000","","375700","","Back","8","0","0","0","0.23","0.68","0.91","452000","","","4","0","2","91",92,"246","0"
"416",1005330,"Kade","Chandler","ME","9","45",46,"56","38","45","5","2","4","1","0","1","0","1","3"," Full Time","pocket","Kicked %s from %G and %O... Playing a forward pressure role","","","191800","","123900","","Forward","37","0","0","0","0.47","0.42","4.51","200000","","","3","0","0","57",78,"158","1"
"417",291867,"Ben","Brown","ME","9","41",41,"51","38","47","7","3","3","0","0","3","2","1","2"," Full Time","spearhead","%s from %O and %M... aided by %4FF... Up forward on Balta","","","452800","","339100","","Forward","50","0","0","0","0.12","0.16","0.25","442000","","","6","0","3","50",74,"254","1"
"418",1008893,"Harrison","Petty","ME","4","38",55,"52","32","45","6","3","4","2","0","0","2","0","0"," Full Time","job","%P and %M plus %T... Playing in defence on Cumberland","","","376700","","320700","","Back","35","0","0","0","0.12","0.14","0.42","367000","","","2","0","2","100",90,"147","0"
"419",1018425,"Taj","Woewodin","ME","2","23",15,"30","18","24","3","2","2","1","0","0","0","0","0"," Full Time","tog","Missed the first three quarters... %O and %M","shovel","Rotating in midfield","191800","","123900","","Midfielder","40","0","0","0","1.01","0.68","1.34","200000","","","1","0","0","80",21,"94","0"
"420",1012826,"Bailey","Laurie","ME","1","14",17,"19","13","21","3","3","0","1","0","1","2","0","0"," Full Time","wing","%P... Playing an outside game","","","191800","","123900","","Forward","16","0","0","0","1.05","0.79","6.28","200000","","","2","0","3","66",56,"63","0"
"421",1017703,"Judd","McVee","ME","0","10",23,"13","10","15","2","2","1","0","0","0","1","0","0"," Full Time","guard","%O... Rotating at half back","","","191800","","123900","","Back","41","0","0","0","0.16","0.26","0.67","200000","","","3","1","1","100",81,"31","0"
"422",1000223,"Liam","Baker","RI","31","121",132,"77","101","138","18","18","6","2","0","2","1","1","0"," Full Time","hot","%s from %D and %M with %T","wing","Starting at half forward","632200","","429400","","Forward","7","0","0","0","0.89","1.30","1.34","616000","","","10","1","4","86",87,"660","0"
"423",998172,"Tim","Taranto","RI","27","121",124,"88","102","136","15","18","8","2","0","1","0","1","1"," Full Time","hot","%D and %M with %T... %s as well","shovel","Starting in midfield","867000","","503100","","Midfielder","14","0","0","0","54.77","50.17","47.22","846000","","","12","5","2","75",79,"551","0"
"424",1000981,"Daniel","Rioli","RI","21","86",98,"61","73","102","11","15","4","2","0","0","1","1","0"," Full Time","guard","%s from %O and %M plus %T... Starting at half back","","","711400","","507000","","Forward","17","0","0","0","0.47","1.15","1.47","694000","","","4","0","2","96",87,"380","0"
"425",290847,"Dustin","Martin","RI","19","77",70,"61","64","81","9","7","7","2","0","1","0","1","0"," Full Time","wing","%O and %M plus %T... %s as well... Mostly at half forward","","","657000","","480400","","Midfielder","4","0","0","0","11.96","10.24","6.26","677000","","","6","2","3","75",79,"346","1"
"426",1009226,"Thomson","Dow","RI","15","71",73,"51","55","72","10","5","4","3","0","1","0","1","0"," Full Time","shovel","%P and %M plus %T... %s as well... Rotating in midfield","","","384000","","294800","","Midfielder","27","0","0","0","0.08","0.09","0.17","366000","","","5","3","1","66",73,"346","0"
"427",298174,"Toby","Nankervis","RI","15","66",74,"59","55","66","5","5","0","4","24","4","1","0","0"," Full Time","ruck","%H... also %D and %T... umps paid him %4FF... First ruck","","","777400","","531100","","Ruck","25","0","0","0","1.24","0.75","0.74","758000","","","7","2","2","70",73,"128","0"
"428",295203,"Nathan","Broad","RI","9","65",60,"44","51","69","10","6","5","2","0","0","0","0","0"," Full Time","job","%D and %M with %T... In defence on the resting ruck","","","630500","","454700","","Back","35","0","0","0","0.23","0.13","0.14","615000","","","0","0","0","93",61,"254","1"
"429",993903,"Jacob","Hopper","RI","9","64",93,"46","56","82","8","15","2","2","0","1","2","0","1"," Full Time","shovel","%D and %M with %T... %s as well... Starting in midfield","","","540400","","332000","","Midfielder","22","0","0","0","26.32","47.29","2.91","716000","","","14","9","3","78",83,"270","0"
"430",293813,"Tom J.","Lynch","RI","14","62",52,"49","53","67","7","6","6","1","0","0","0","1","1"," Full Time","tog","Missed Q4... %s from %D and %M","spearhead","Up forward on May","690400","","519100","","Forward","19","0","0","0","0.47","0.90","1.14","674000","","","5","0","3","46",59,"167","1"
"431",992049,"Jayden","Short","RI","15","61",78,"45","51","69","8","7","4","2","0","0","1","1","0"," Full Time","switch","%P and %M plus %T... %s as well... Starting on a HBF... switched forward in Q3","","","888400","","543800","","Back","15","0","0","0","0.43","0.40","0.49","867000","","","4","1","3","86",60,"257","0"
"432",993993,"Shai","Bolton","RI","4","59",75,"34","42","58","11","3","2","3","0","1","0","0","1"," Full Time","pocket","%P with %k by foot... also %T and %M... and scored %s... Mostly starting forward","","","674200","","480800","","Midfielder","29","0","0","0","3.34","5.24","4.62","658000","","","5","2","1","71",83,"272","0"
"433",294674,"Nick","Vlastuin","RI","8","57",66,"36","49","69","8","12","3","0","0","0","0","0","0"," Full Time","guard","%M and %O... Starting in defence","","","817600","","548200","","Back","1","0","0","0","0.78","0.49","0.54","798000","","","5","1","2","90",91,"156","0"
"434",1002245,"Noah","Balta","RI","10","55",50,"31","43","57","10","3","2","2","0","2","1","1","0"," Full Time","job","%D including %K... also %M and %T... and kicked %s... In defence on Brown","","","485400","","330000","","Back","21","0","0","0","0.47","0.62","0.72","474000","","","5","0","6","61",83,"410","0"
"435",998529,"Ivan","Soldo","RI","6","52",53,"46","47","58","5","3","5","2","13","1","2","0","0"," Full Time","ruck","%H... also %P and %T... In ruck","","","439900","","297300","","Ruck","20","0","0","0","0.74","0.85","0.90","429000","","","4","2","3","87",61,"139","0"
"436",1012386,"Samson","Ryan","RI","9","42",21,"29","36","41","6","0","5","0","0","1","0","1","2"," Full Time","tog","Missed the first three quarters... %O including %B... also %M... and kicked %s","ruck","Rotating in ruck","191800","","123900","","Ruck","32","0","0","0","3.96","1.92","22.63","200000","","","5","0","2","33",24,"141","0"
"437",1017043,"Judson","Clarke","RI","3","42",44,"20","34","48","8","6","2","0","0","0","0","0","0"," Full Time","wing","%O and %M... Rotating forward","","","307400","","196700","","Forward","42","0","0","0","0.04","0.16","0.50","296000","","","4","0","2","71",79,"336","0"
"438",270896,"Trent","Cotchin","RI","4","41",43,"33","34","48","5","6","3","2","0","0","1","0","0"," Full Time","switch","%D and %M with %T... Playing a forward role... switched to mids in Q3","","","718700","","454500","","Midfielder","9","0","0","0","0.12","0.08","0.07","701000","","","3","2","2","81",80,"110","0"
"439",294592,"Kamdyn","McIntosh","RI","3","39",35,"14","31","45","10","1","3","1","0","0","2","0","0"," Full Time","wing","%P with %k by foot... also %M... Starting on a wing","","","615500","","393700","","Back","33","0","0","0","0.27","0.14","0.10","600000","","","2","1","4","81",83,"280","0"
"440",1009308,"Noah","Cumberland","RI","2","33",31,"26","29","39","4","4","3","1","0","0","1","0","3"," Full Time","spearhead","%s from %P and %M... Starting forward on Petty","","","514700","","368800","","Forward","38","0","0","0","0.47","0.52","0.55","508000","","","4","0","2","37",79,"121","0"
"441",280819,"Dylan","Grimes","RI","4","33",39,"26","28","39","5","2","4","2","0","0","2","0","0"," Full Time","guard","%O with %k by foot... also %M and %T... Playing small defender","","","397000","","322300","","Back","2","0","0","0","0.31","0.32","0.74","387000","","","1","0","2","85",65,"40","1"
"442",1018433,"Tylar","Young","RI","3","32",65,"15","28","42","8","1","3","2","0","1","4","0","0"," Full Time","job","%P with %k by foot... also %M and %T... gave away %F... In defence on McDonald","","","158400","","102400","","","45","0","0","0","0.70","1.12","0.18","200000","","","4","0","4","88",91,"192","0"
"443",250395,"Jack","Riewoldt","RI","7","22",50,"21","19","24","1","4","0","1","0","1","0","1","0"," Full Time","spearhead","%s from %O... At FF on Lever","","","565600","","387300","","Forward","8","0","0","0","0.16","0.28","0.25","552000","","","6","0","1","60",84,"26","0"
"444",1023056,"Steely","Green","RI","2","20",16,"15","15","24","3","3","0","2","0","0","1","0","0"," Full Time","tog","Came on in Q2... %P and %T","wing","Rotating in midfield","181400","","117300","","","48","0","0","0","0.54","0.51","0.34","200000","","","2","0","3","83",56,"146","0"
"445",290627,"Dion","Prestia","RI","2","15",21,"11","15","21","2","3","2","0","0","0","1","0","0"," Full Time","injured","Left pectoral muscle strain in Q2... %P and %M","shovel","Playing inside midfield","807900","","518800","","Midfielder","3","0","0","0","0.27","0.25","0.44","788000","","","2","1","1","100",22,"83","0"
"446",1009551,"Maurice","Rioli jnr","RI","1","14",23,"7","13","22","3","3","0","1","0","0","2","0","1"," Full Time","pocket","%P and %s... Starting deep forward","","","371600","","246600","","","10","0","0","0","0.54","0.62","1.13","362000","","","3","1","3","33",75,"74","0"
