"Pos","Pos2","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","Av.24","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","Role.24","Gm.24","Age","Notes"
"Def","","Miller Bergman","NTH","-32.8","No DPP   No Inj Adjustment.","","","30.1","","-14.5","31.7","42.9","578","Medium","No","1017095","","","","","Def","3","22",""
"Mid","","Benny Barrett","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","579","High","No","1022601","","","","","","","18",""
"Def","Fwd","Campbell Gray","RIC","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","580","Medium","Yes","1036103","","","","","","","21",""
"Def","","Tom McCartin","SYD","-19.7","No DPP   No Inj Adjustment.","","","21.6","","-6","44.8","48.9","581","Medium","No","1008198","","","","","Def","22","25",""
"Fwd","","Tyler Brockman","WCE","-26.2","No DPP   No Inj Adjustment.","","","42.2","","-26.6","35.3","40.2","582","Medium","No","1013511","","","","","Gen Fwd","10","22",""
"Mid","","Luke Kennedy","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","583","High","No","1032112","","","","","","","18",""
"Def","","Riley Bice","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","584","Medium","No","1008224","","","","","","","24",""
"Fwd","","Liam Fawcett","RIC","","No DPP   No Inj Adjustment.","","","","","","","0","585","High","No","1022383","","","","","","","19",""
"Mid","","Christian Moraes","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","586","High","No","1028563","","","","","","","18",""
"Fwd","","Harrison Petty","MEL","-10.7","No DPP   No Inj Adjustment.","","","26.2","","-10.6","50.8","50.5","587","Low","No","1008893","","","","","Key Fwd","20","25","Role: Defender in 2025"
"Def","","Josh Fahey","GWS","","No DPP   No Inj Adjustment.","","","","","","","38.5","588","High","No","1017751","","","","","","","21","Suspended/Injury: Round 5 return. Foot injury TBC"
"Fwd","","Harry Schoenberg","ADE","-19.7","No DPP   No Inj Adjustment.","","","35.8","","-20.2","41.8","63.2","589","Medium","No","1008543","","","","","Gen Fwd","4","23",""
"Def","Mid","Charlie Edwards","ADE","","No DPP   No Inj Adjustment.","","Def: NA  Mid: NA","","","","","0","590","High","Yes","1028671","","","","","","","19",""
"Def","","Jack Payne","BRL","-15.5","No DPP   No Inj Adjustment.","","","18.4","","-2.8","49","54.9","591","Low","No","1002347","","","","","Def","18","25",""
"Fwd","","Rob Monahan","CAR","","No DPP   No Inj Adjustment.","","","","","","","0","592","Medium","No","1035129","","","","","","","20",""
"Def","","Ben McKay","ESS","-10.3","No DPP   No Inj Adjustment.","","","14.6","","1","54.2","54.2","593","Medium","No","1002143","","","","","Def","23","27","Interrupted pre-season: Ankle. Back to full training in Early Feb."
"Def","","Karl Worner","FRE","-28.5","No DPP   No Inj Adjustment.","","","27.6","","-12","36","42.8","594","High","No","1021015","","","","","Def","4","22",""
"Mid","","Mitch Knevitt","GEE","-32.9","No DPP   No Inj Adjustment.","","","23","","-7.4","41.2","53.7","595","High","No","1021103","","","","","Def","4","22","Role: Midfield in 2025. Said to be an improver over off-season. Good VFL numbers."
"Fwd","","Phoenix Gothard","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","596","High","No","1032042","","","","","","","19",""
"Fwd","","Brayden George","NTH","","No DPP   No Inj Adjustment.","","","","","","","0","597","High","No","1023544","","","","","","","21","Injury: Knee, available April-June."
"Mid","","Will Lorenz","PTA","-55.1","No DPP   No Inj Adjustment.","","","29.7","","-14.1","19","19.7","598","High","No","1029262","","","","","","2","19",""
"Fwd","","Jasper Alger","RIC","","No DPP   No Inj Adjustment.","","","","","","","0","599","High","No","1028537","","","","","","","18",""
"Fwd","","Sam Wicks","SYD","-23.2","No DPP   No Inj Adjustment.","","","39.3","","-23.7","38.3","46.9","600","Low","No","1006232","","","","","Gen Fwd","16","25",""
"Fwd","","Laitham Vandermeer","WBD","-16.4","No DPP   No Inj Adjustment.","","","32.4","","-16.8","45.1","44.1","601","Low","No","1005000","","","","","Gen Fwd","24","25","Interrupted pre-season: Hamstring"
"Mid","Fwd","Patrick Said","STK","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","602","High","Yes","1028514","","","","","","","18",""
"Fwd","","Steely Green","RIC","-22.2","No DPP   No Inj Adjustment.","","","38.4","","-22.8","39.3","43.9","603","High","No","1023056","","","","","Gen Fwd","6","21",""
"Def","","Lachie Jones","PTA","-20.9","No DPP   No Inj Adjustment.","","","22.4","","-6.8","43.6","44.3","604","Low","No","1011583","","","","","Def","21","22",""
"Fwd","","Jacob Konstanty","NTH","","No DPP   No Inj Adjustment.","","","","","","","0","605","High","No","1023530","","","","","","","20","Injury: Foot, missing pre-season."
"Mid","Fwd","Bailey Laurie","MEL","-25.7","Mid: -38.3  Fwd: -25.7  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","25.3","Mid: 25.3  Fwd: 41.7","-9.7","35.8","37.8","606","High","Yes","1012826","","","","","Gen Fwd","6","22",""
"Def","","Seamus Mitchell","HAW","-29.7","No DPP   No Inj Adjustment.","","","28.4","","-12.8","34.8","47.8","607","Medium","No","1018016","","","","","Def","10","22",""
"Mid","","Josaia Delana","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","608","High","No","1029030","","","","","","","18",""
"Fwd","","Jaren Carr","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","609","Medium","No","1023047","","","","","","","21",""
"Fwd","","Jye Menzie","ESS","-23.1","No DPP   No Inj Adjustment.","","","39.2","","-23.6","38.4","42","610","Medium","No","1013201","","","","","Gen Fwd","14","22",""
"Def","","Matt Duffy","CAR","","No DPP   No Inj Adjustment.","","","","","","","0","611","High","No","1039720","","","","","","","21","Interrupted pre-season: knee. Training in Jan."
"Fwd","","Darcy Craven","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","612","Medium","No","1024193","","","","","","","20",""
"Def","","Karl Gallagher","ADE","","No DPP   No Inj Adjustment.","","","","","","","0","613","Medium","No","1035372","","","","","","","22",""
"Def","","Luke Beecken","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","614","Medium","No","1008805","","","","","","","23",""
"Fwd","","Harry Lemmey","CAR","","No DPP   No Inj Adjustment.","","","","","","","0","615","Medium","No","1020072","","","","","","","20",""
"Fwd","","Jack Delean","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","616","High","No","1019975","","","","","","","19",""
"Mid","","Patrick Retschko","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","617","High","No","1032081","","","","","","","18",""
"Fwd","","Calsher Dear","HAW","-12.2","No DPP   No Inj Adjustment.","","","32.5","","-16.9","45","43.8","618","High","No","1032100","","","","","Key Fwd","17","19","Injury: Back. No est. return."
"Fwd","","Koltyn Tholstrup","MEL","-7","No DPP   No Inj Adjustment.","","","22.3","","-6.7","54.5","62.3","619","High","No","1023640","","","","","Gen Fwd","10","19","Injury: Stress fracture."
"Ruck","Fwd","Finnbar Maley","NTH","","No DPP   No Inj Adjustment.","","Ruck: NA  Fwd: NA","","","","","0","620","Medium","Yes","1031792","","","","","","","21",""
"Def","","Brandon Zerk-Thatcher","PTA","-11.3","No DPP   No Inj Adjustment.","","","17.7","","-2.1","50","51.6","621","Medium","No","1004034","","","","","Def","26","26","Injury: Back. Miss start of season."
"Fwd","","Jonty Faull","RIC","","No DPP   No Inj Adjustment.","","","","","","","0","622","High","No","1028498","","","","","","","18",""
"Def","","Blake Leidler","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","623","High","No","1028564","","","","","","","18",""
"Def","","Harry Edwards","WCE","-23.6","No DPP   No Inj Adjustment.","","","24.4","","-8.8","40.9","49","624","High","No","1011437","","","","","Def","9","24",""
"Fwd","","Lachlan McNeil","WBD","-9.3","No DPP   No Inj Adjustment.","","","24.7","","-9.1","52.2","50.6","625","High","No","1009015","","","","","Gen Fwd","12","23",""
"Fwd","","Jordan Croft","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","626","High","No","1013996","","","","","","","19","Interrupted pre-season: thigh."
"Fwd","","Malakai Champion","WCE","","No DPP   No Inj Adjustment.","","","","","","","0","627","High","No","1029136","","","","","","","18",""
"Fwd","","Ned Bowman","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","628","High","No","1027406","","","","","","","18",""
"Ruck","Fwd","Thomas Sims","RIC","","No DPP   No Inj Adjustment.","","Ruck: NA  Fwd: NA","","","","","0","629","High","Yes","1018996","","","","","","","18",""
"Mid","Fwd","Lachlan Charleson","PTA","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","630","High","Yes","1014013","","","","","","","19",""
"Mid","","Kynan Brown","MEL","-65.6","No DPP   No Inj Adjustment.","","","30.7","","-15.1","8.5","9.6","631","Medium","No","1027949","","","","","","2","20",""
"Fwd","","Jasper Scaife","HAW","","No DPP   No Inj Adjustment.","","","","","","","0","632","Medium","No","1018122","","","","","","","20",""
"Mid","Fwd","Ted Clohesy","GEE","-27.5","Mid: -40.1  Fwd: -27.5  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","25.9","Mid: 25.9  Fwd: 43.3","-10.3","34","34.3","633","Medium","Yes","1023542","","","","","","2","20",""
"Fwd","","Sam Sturt","FRE","-13.2","No DPP   No Inj Adjustment.","","","28.9","","-13.3","48.3","49.4","634","High","No","1013611","","","","","Gen Fwd","13","24",""
"Def","","Luamon Lual","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","635","High","No","1027706","","","","","","","19",""
"Def","","Jakob Ryan","COL","","No DPP   No Inj Adjustment.","","","","","","","19.3","636","Medium","No","1020104","","","","","","","20",""
"Fwd","","Jesse Motlop","CAR","-22.8","No DPP   No Inj Adjustment.","","","39","","-23.4","38.7","46.3","637","Medium","No","1017700","","","","","Gen Fwd","7","21",""
"Fwd","","Will McLachlan","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","638","High","No","1029405","","","","","","","19",""
"Fwd","","Toby Murray","ADE","","No DPP   No Inj Adjustment.","","","","","","","0","639","Medium","No","1020950","","","","","","","21",""
"Def","","Oscar Ryan","ADE","","No DPP   No Inj Adjustment.","","","","","","","0","640","High","No","1027893","","","","","","","19",""
"Def","Mid","Billy Wilson","CAR","","No DPP   No Inj Adjustment.","","Def: NA  Mid: NA","","","","","0","641","High","Yes","1027678","","","","","","","19",""
"Ruck","Fwd","Charlie West","COL","","No DPP   No Inj Adjustment.","","Ruck: NA  Fwd: NA","","","","","0","642","High","Yes","1027382","","","","","","","18",""
"Mid","Fwd","Archer Day-Wicks","ESS","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","643","High","Yes","1029265","","","","","","","18",""
"Ruck","","Odin Jones","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","644","High","No","1028371","","","","","","","19","Injury: Season, Back."
"Mid","","Xavier Ivisic","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","645","High","No","1028489","","","","","","","18",""
"Fwd","","Lachlan Gulbin","GCS","","No DPP   No Inj Adjustment.","","","","","","","0","646","High","No","1029304","","","","","","","18",""
"Def","","Joe Fonti","GWS","-33.9","No DPP   No Inj Adjustment.","","","30.7","","-15.1","30.6","46.8","647","High","No","1032629","","","","","Def","5","20",""
"Def","","Matt Hill","HAW","","No DPP   No Inj Adjustment.","","","","","","","0","648","Medium","No","1039500","","","","","","","21",""
"Def","","Riley Hardeman","NTH","-21.2","No DPP   No Inj Adjustment.","","","22.7","","-7.1","43.3","47.4","649","High","No","1023625","","","","","Def","3","19",""
"Def","","Josh Sinn","PTA","-13.3","No DPP   No Inj Adjustment.","","","16.8","","-1.2","51.2","50.3","650","Medium","No","1017078","","","","","Distributor","6","22",""
"Fwd","","Harry Armstrong","RIC","","No DPP   No Inj Adjustment.","","","","","","","0","651","High","No","1028525","","","","","","","18",""
"Def","","Liam O'Connell","STK","","No DPP   No Inj Adjustment.","","","","","","","0","652","Medium","No","1035198","","","","","","","21",""
"Fwd","","Noah Long","WCE","-17.9","No DPP   No Inj Adjustment.","","","34","","-18.4","43.6","49.9","653","Medium","No","1023496","","","","","Gen Fwd","7","20",""
"Fwd","","Josh Dolan","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","654","High","No","1034235","","","","","","","18",""
"Def","","Lachie Jaques","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","655","High","No","1028493","","","","","","","18",""
"Ruck","Fwd","Archer Reid","WCE","","No DPP   No Inj Adjustment.","","Ruck: NA  Fwd: NA","","","","","0","656","High","Yes","1027693","","","","","","","19",""
"Fwd","","Caiden Cleary","SYD","-33.5","No DPP   No Inj Adjustment.","","","48","","-32.4","28","19.2","657","High","No","1024057","","","","","Gen Fwd","5","19","Suspension: Return round 2."
"Fwd","","Lance Collard","STK","-53.5","No DPP   No Inj Adjustment.","","","56.4","","-40.8","8","8.3","658","High","No","1017959","","","","","","3","19",""
"Fwd","","Maurice Rioli","RIC","-17.8","No DPP   No Inj Adjustment.","","","33.8","","-18.2","43.7","43.5","659","High","No","1009551","","","","","Gen Fwd","10","22",""
"Fwd","","Tom Anastasopoulos","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","660","High","No","1027870","","","","","","","19",""
"Fwd","","Jacob Bauer","RIC","-15.8","No DPP   No Inj Adjustment.","","","31.7","","-16.1","45.7","40.4","661","Medium","No","1021152","","","","","Key Fwd","3","22",""
"Fwd","","Joe Berry","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","662","High","No","1028529","","","","","","","18","Role: Half forward"
"Fwd","","Cooper Harvey","NTH","","No DPP   No Inj Adjustment.","","","","","","","46.7","663","Medium","No","1020979","","","","","","","20",""
"Def","","Andy Moniz-Wakefield","MEL","-12.2","No DPP   No Inj Adjustment.","","","16","","-0.4","52.3","58.5","664","Medium","No","1013165","","","","","Def","6","21",""
"Fwd","","Elliott Himmelberg","GCS","-10.6","No DPP   No Inj Adjustment.","","","26.1","","-10.5","50.9","49","665","High","No","1005199","","","","","Key Fwd","9","26",""
"Mid","Fwd","Oliver Wiltshire","GEE","","No DPP   No Inj Adjustment.","","Mid: NA  Fwd: NA","","","","","0","666","Medium","Yes","1020881","","","","","","","22",""
"Fwd","","Charlie Nicholls","FRE","","No DPP   No Inj Adjustment.","","","","","","","0","667","High","No","1027155","","","","","","","18",""
"Ruck","","Vigo Visentini","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","668","High","No","1027966","","","","","","","19",""
"Mid","","Harry DeMattia","COL","","No DPP   No Inj Adjustment.","","","","","","","0","669","High","No","1027673","","","","","","","19","Role: wing."
"Def","Mid","Harry Charleson","CAR","","No DPP   No Inj Adjustment.","","Def: NA  Mid: NA","","","","","0","670","High","Yes","1028496","","","","","","","18",""
"Def","","Shadeau Brain","BRL","-27.1","No DPP   No Inj Adjustment.","","","26.7","","-11.1","37.4","44.1","671","High","No","1028105","","","","","Def","9","20",""
"Def","","Nick Murray","ADE","-19.2","No DPP   No Inj Adjustment.","","","21.2","","-5.6","45.3","42.7","672","High","No","1008230","","","","","Def","9","24",""
"Fwd","","Tyler Welsh","ADE","","No DPP   No Inj Adjustment.","","","","","","","0","673","High","No","1022447","","","","","","","18",""
"Fwd","","Luke Lloyd","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","674","High","No","1027985","","","","","","","19",""
"Fwd","","Harvey Harrison","COL","-9","No DPP   No Inj Adjustment.","","","36.8","","-21.2","40.9","49.9","675","High","No","1015332","","","","","Gen Fwd","12","21","Interrupted pre-season: ACL 2024."
"Def","Mid","Jayden Nguyen","ESS","","No DPP   No Inj Adjustment.","","Def: NA  Mid: NA","","","","","0","676","High","Yes","1018987","","","","","","","18",""
"Fwd","","Patrick Voss","FRE","-20.2","No DPP   No Inj Adjustment.","","","36.3","","-20.7","41.3","44.6","677","Medium","No","1017754","","","","","Key Fwd","7","21",""
"Def","","Cillian Burke","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","678","Medium","No","1039509","","","","","","","21",""
"Fwd","","Asher Eastham","GCS","","No DPP   No Inj Adjustment.","","","","","","","0","679","High","No","1028541","","","","","","","18",""
"Def","","Harrison Oliver","GWS","","No DPP   No Inj Adjustment.","","","","","","","0","680","High","No","1028562","","","","","","","18",""
"Def","","Bodie Ryan","HAW","","No DPP   No Inj Adjustment.","","","","","","","0","681","High","No","1022473","","","","","","","19",""
"Fwd","","Harvey Thomas","GWS","-13.9","No DPP   No Inj Adjustment.","","","31.1","","-15.5","46.3","50.8","682","Medium","No","1027925","","","","","Gen Fwd","22","19","Suspended: Round 3 return."
"Def","","Bailey Macdonald","HAW","","No DPP   No Inj Adjustment.","","","","","","","51.6","683","Medium","No","1029261","","","","","","","20",""
"Fwd","","Matthew Jefferson","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","684","Medium","No","1023486","","","","","","","20",""
"Fwd","","Anthony Caminiti","STK","-13.6","No DPP   No Inj Adjustment.","","","29.4","","-13.8","47.9","46.3","685","Medium","No","1023784","","","","","Key Fwd","15","21","Interrupted pre-season: shoulder, training in Jan."
"Fwd","","Tyrell Dewar","WCE","-26.9","No DPP   No Inj Adjustment.","","","42.8","","-27.2","34.6","40.8","686","High","No","1023142","","","","","Gen Fwd","7","20","Role: Wing/halfback"
"Def","","James O'Donnell","WBD","-17.9","No DPP   No Inj Adjustment.","","","20.2","","-4.6","46.6","42.9","687","Medium","No","1032966","","","","","Def","14","22",""
"Def","","Luke Cleary","WBD","-21.5","No DPP   No Inj Adjustment.","","","22.9","","-7.3","43","51","688","Medium","No","1015929","","","","","Def","2","22",""
"Fwd","","Jobe Shanahan","WCE","","No DPP   No Inj Adjustment.","","","","","","","0","689","High","No","1031913","","","","","","","18",""
"Mid","","Caleb Mitchell","SYD","-56.1","No DPP   No Inj Adjustment.","","","29.8","","-14.2","18","37.1","690","High","No","1024096","","","","","","2","20",""
"Def","","Angus McLennan","STK","-10.5","No DPP   No Inj Adjustment.","","","14.7","","0.9","54","56.9","691","Medium","No","1017077","","","","","Def","2","21",""
"Fwd","","Mykelti Lefau","RIC","-13.1","No DPP   No Inj Adjustment.","","","32.8","","-17.2","44.7","44","692","High","No","1008747","","","","","Key Fwd","10","26","Injury: ACL in 2024"
"Fwd","","Jack Whitlock","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","693","High","No","1032053","","","","","","","18",""
"Def","Fwd","Matt Whitlock","NTH","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","694","High","Yes","1028547","","","","","","","18",""
"Fwd","","Aidan Johnson","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","695","Medium","No","1024173","","","","","","","24",""
"Fwd","","Sam Butler","HAW","-34.5","No DPP   No Inj Adjustment.","","","48.7","","-33.1","27","47.4","696","Medium","No","1010708","","","","","Gen Fwd","2","21",""
"Mid","","Harry Rowston","GWS","","No DPP   No Inj Adjustment.","","","","","","","31.6","697","Medium","No","1021122","","","","","","","20",""
"Fwd","","Jake Rogers","GCS","-25.9","No DPP   No Inj Adjustment.","","","41.9","","-26.3","35.6","41.1","698","High","No","1018123","","","","","Gen Fwd","9","19",""
"Def","","Wil Parker","COL","-28.1","No DPP   No Inj Adjustment.","","","27.4","","-11.8","36.4","33.8","699","High","No","1012873","","","","","Def","5","22",""
"Fwd","","Ty Gallop","BRL","","No DPP   No Inj Adjustment.","","","","","","","0","700","High","No","1034411","","","","","","","18",""
"Fwd","","Brayden Cook","ADE","-20","No DPP   No Inj Adjustment.","","","36.1","","-20.5","41.5","47.1","701","Medium","No","1018335","","","","","Gen Fwd","15","22",""
"Def","Fwd","Cooper Bell","GCS","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","702","High","Yes","1029065","","","","","","","18",""
"Def","","Zach Reid","ESS","-47.5","No DPP   No Inj Adjustment.","","","35.6","","-20","17","40.2","703","Medium","No","1012817","","","","","","1","22",""
"Fwd","","Ollie Lord","PTA","-27.8","No DPP   No Inj Adjustment.","","","43.6","","-28","33.7","35.1","704","Medium","No","1012881","","","","","Key Fwd","6","23",""
"Def","","Leek Aleer","GWS","-21.7","No DPP   No Inj Adjustment.","","","23","","-7.4","42.8","53","705","High","No","1008691","","","","","Def","8","23",""
"Def","Fwd","Patrick Snell","SYD","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","706","High","Yes","1024685","","","","","","","19",""
"Def","","Esava Ratugolea","PTA","-17.8","No DPP   No Inj Adjustment.","","","20.1","","-4.5","46.7","46.6","707","Medium","No","1002220","","","","","Key Fwd","23","26","Role: Defender"
"Def","","Connor O'Sullivan","GEE","-24.5","No DPP   No Inj Adjustment.","","","25","","-9.4","40","42.4","708","High","No","1027877","","","","","Def","1","19",""
"Def","","Joshua Draper","FRE","-26.1","No DPP   No Inj Adjustment.","","","26.1","","-10.5","38.4","41.9","709","Medium","No","1020668","","","","","Def","20","20",""
"Fwd","","Callum M. Brown","GWS","-16.5","No DPP   No Inj Adjustment.","","","36.1","","-20.5","41.5","39.5","710","High","No","1014038","","","","","Key Fwd","13","24","Injury: Hamstring, return April"
"Fwd","","Jay Polkinghorne","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","711","High","No","1027428","","","","","","","18",""
"Def","","Angus Clarke","ESS","","No DPP   No Inj Adjustment.","","","","","","","0","712","High","No","1027284","","","","","","","18",""
"Def","","James Borlase","ADE","-16.9","No DPP   No Inj Adjustment.","","","19.5","","-3.9","47.6","52.4","713","High","No","1009029","","","","","Def","10","22",""
"Def","","Harvey Johnston","WCE","-35.7","No DPP   No Inj Adjustment.","","","31.6","","-16","28.8","33.4","714","High","No","1027969","","","","","Def","6","19",""
"Fwd","","Ethan Read","GCS","-41","No DPP   No Inj Adjustment.","","","52.4","","-36.8","20.5","16.9","715","High","No","1027033","","","","","Key Fwd","4","19",""
"Def","","Lennox Hoffman","GEE","","No DPP   No Inj Adjustment.","","","","","","","0","716","High","No","1032114","","","","","","","18",""
"Def","","Riak Andrew","SYD","","No DPP   No Inj Adjustment.","","","","","","","0","717","High","No","1027659","","","","","","","19",""
"Def","","Taj Woewodin","MEL","-31.7","No DPP   No Inj Adjustment.","","","29.5","","-13.9","32.8","38.9","718","Medium","No","1018425","","","","","Def","16","21",""
"Def","Ruck","Zane Zakostelsky","BRL","","No DPP   No Inj Adjustment.","","Def: NA  Ruck: NA","","","","","0","719","High","Yes","1032650","","","","","","","19",""
"Fwd","","Daniel Turner","MEL","-19.2","No DPP   No Inj Adjustment.","","","35.3","","-19.7","42.3","44.5","720","High","No","1020959","","","","","Key Fwd","15","23",""
"Def","Fwd","Ricky Mentha","MEL","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","721","High","Yes","1029211","","","","","","","18",""
"Mid","Fwd","James Tunstill","BRL","-43.7","Mid: -56.3  Fwd: -43.7  No Inj Adjustment.","","Mid: Inf  Fwd: Inf","29.8","Mid: 29.8  Fwd: 53.6","-14.2","17.8","29.7","722","High","Yes","1021108","","","","","","4","21",""
"Fwd","","Logan Morris","BRL","-18.7","No DPP   No Inj Adjustment.","","","34.8","","-19.2","42.8","47.7","723","Medium","No","1028019","","","","","Key Fwd","19","19","Role: Key fwd, points available with Daniher retirement. Punt."
"Def","","Jedd Busslinger","WBD","","No DPP   No Inj Adjustment.","","","","","","","0","724","Medium","No","1023017","","","","","","","20",""
"Fwd","","Robert Hansen Jr","NTH","-28.8","No DPP   No Inj Adjustment.","","","44.4","","-28.8","32.7","33.1","725","High","No","1023144","","","","","Def","6","20",""
"Fwd","","Xavier Walsh","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","726","High","No","1029158","","","","","","","19",""
"Def","","Alex Cincotta","CAR","-22.6","No DPP   No Inj Adjustment.","","","23.7","","-8.1","41.9","41.2","727","Medium","No","1016268","","","","","Gen Fwd","16","28","Interrupted pre-season: Hip injury. Available early in season."
"Def","","Tylar Young","RIC","-19.9","No DPP   No Inj Adjustment.","","","25.6","","-10","39.1","39.4","728","High","No","1018433","","","","","Def","9","26","Injury: ACL in 2024"
"Def","Fwd","Alixzander Tauru","STK","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","729","High","Yes","1030433","","","","","","","18","Injury: back, TBC return."
"Mid","","Angus Hastie","STK","-54.3","No DPP   No Inj Adjustment.","","","29.5","","-13.9","19.8","23.1","730","High","No","1027872","","","","","Def","5","19",""
"Def","","Callum Jamieson","WCE","-17","No DPP   No Inj Adjustment.","","","19.5","","-3.9","47.5","44.6","731","High","No","1011243","","","","","Def","4","24",""
"Def","","James Blanck","HAW","","No DPP   No Inj Adjustment.","","","","","","","24.5","732","Medium","No","1011839","","","","","","","24",""
"Fwd","","Loch Rawlinson","WCE","-39.5","No DPP   No Inj Adjustment.","","","51.7","","-36.1","22","22.9","733","High","No","1020032","","","","","Def","1","19",""
"Def","","Kaleb Smith","RIC","-38.3","No DPP   No Inj Adjustment.","","","32.7","","-17.1","26.2","39.1","734","High","No","1022999","","","","","Def","4","20","Role: Might get half back time with Rioli/Baker trades."
"Def","","Jai Serong","HAW","-26.9","No DPP   No Inj Adjustment.","","","26.6","","-11","37.6","40.1","735","High","No","1017091","","","","","Def","5","21",""
"Def","","Hugh Davies","FRE","-48.5","No DPP   No Inj Adjustment.","","","35.8","","-20.2","16","17.6","736","High","No","1022927","","","","","Def","2","20",""
"Def","","Wil Dawson","NTH","-40.2","No DPP   No Inj Adjustment.","","","33.5","","-17.9","24.3","35.1","737","High","No","1028551","","","","","Def","3","19","Injury: Shoulder."
"Fwd","","Jack Buller","SYD","","No DPP   No Inj Adjustment.","","","","","","","20","738","Medium","No","1009392","","","","","","","23",""
"Def","","Jed Adams","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","739","Medium","No","1023174","","","","","","","20",""
"Def","","Joel Cochran","COL","","No DPP   No Inj Adjustment.","","","","","","","0","740","High","No","1029000","","","","","","","18",""
"Def","","Caleb Graham","GCS","","No DPP   No Inj Adjustment.","","","","","","","34.9","741","Medium","No","1006087","","","","","","","24",""
"Def","","Jacob Moss","PTA","","No DPP   No Inj Adjustment.","","","","","","","0","742","Medium","No","1038914","","","","","","","20",""
"Def","","Josh Gibcus","RIC","-30.5","No DPP   No Inj Adjustment.","","","33","","-17.4","25.5","30.9","743","High","No","1017059","","","","","Def","2","21","Injury: ACL in 2024, unlikely to be ready for round 1."
"Def","","Jacob Blight","RIC","-12.5","No DPP   No Inj Adjustment.","","","16.2","","-0.6","52","56.1","744","High","No","1013229","","","","","Def","3","23",""
"Def","","Tew Jiath","COL","-37.5","No DPP   No Inj Adjustment.","","","32.4","","-16.8","27","27.5","745","High","No","1032017","","","","","Def","1","19",""
"Def","Fwd","James Barrat","STK","","No DPP   No Inj Adjustment.","","Def: NA  Fwd: NA","","","","","0","746","High","Yes","1028545","","","","","","","18",""
"Fwd","","Isaac Keeler","STK","","No DPP   No Inj Adjustment.","","","","","","","0","747","Medium","No","1015323","","","","","","","20",""
"Fwd","","Luker Kentfield","MEL","","No DPP   No Inj Adjustment.","","","","","","","0","748","High","No","1024337","","","","","","","19","Interrupted pre-season: Pneumonia."
"Def","","Rhett Bazzo","WCE","-38.5","No DPP   No Inj Adjustment.","","","32.8","","-17.2","26","36.3","749","Medium","No","1017718","","","","","Def","1","21","Role: Defender."
"Def","","Jordon Butts","ADE","-22.5","No DPP   No Inj Adjustment.","","","23.6","","-8","42","42.7","750","High","No","1004995","","","","","Def","15","25",""
"Fwd","","Jed McEntee","PTA","-27.4","No DPP   No Inj Adjustment.","","","43.2","","-27.6","34.1","39.2","751","Medium","No","1004819","","","","","Gen Fwd","14","23",""
